trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",30,0,-233.46518350645104,"{0: 13, 1: 2, 2: 12, 3: 0, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9975}",20,0,-100.80896176602536,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9950000000000001}",20,0,-196.5592293596143,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.9925000000000002}",25,0,-121.65613705217515,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9900000000000002}",20,3,-35.592616219554586,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
6,False,"{'a': 0.5, 'e': 0.9875000000000003}",20,4,-37.99498562966496,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
7,False,"{'a': 0.5, 'e': 0.9850000000000003}",20,0,-78.3003311485483,"{0: 12, 1: 4, 2: 0, 3: 4, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.9825000000000004}",20,0,-87.21375365429984,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9800000000000004}",20,0,-96.34062222820151,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9775000000000005}",25,17,-2.313244834770611,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.9750000000000005}",35,0,-288.14749313248257,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 5}",0
12,False,"{'a': 0.5, 'e': 0.9725000000000006}",25,0,-98.20083135702282,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9700000000000006}",30,13,-65.31335921587016,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
14,False,"{'a': 0.5, 'e': 0.9675000000000007}",25,0,-175.02456981028638,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
15,False,"{'a': 0.5, 'e': 0.9650000000000007}",20,0,-83.2498674341791,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9625000000000008}",35,11,-176.68640809515693,"{0: 13, 1: 1, 2: 5, 3: 3, 4: 2}",1
17,False,"{'a': 0.5, 'e': 0.9600000000000009}",20,0,-68.68698840687493,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9575000000000009}",25,0,-32.45722576403094,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.955000000000001}",25,0,-210.7061837715189,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 4}",0
20,False,"{'a': 0.5, 'e': 0.952500000000001}",20,0,-144.48528499315498,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.9500000000000011}",25,0,-95.04122078544435,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.9475000000000011}",30,0,-101.67090072128885,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.9450000000000012}",25,0,-235.01995134569364,"{0: 12, 1: 3, 2: 3, 3: 4, 4: 3}",0
24,False,"{'a': 0.5, 'e': 0.9425000000000012}",30,0,-118.46719499028455,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.9400000000000013}",20,0,-51.959159514756806,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.9375000000000013}",25,0,-120.9035320777606,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.9350000000000014}",30,14,-121.85154387541252,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 2}",1
28,False,"{'a': 0.5, 'e': 0.9325000000000014}",20,5,-94.91696821625051,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
29,False,"{'a': 0.5, 'e': 0.9300000000000015}",20,0,-60.15209981509258,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9275000000000015}",25,0,-149.9730439462734,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
31,False,"{'a': 0.5, 'e': 0.9250000000000016}",25,0,-144.05440393139838,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9225000000000017}",25,1,-163.45285562212297,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 3}",1
33,False,"{'a': 0.5, 'e': 0.9200000000000017}",30,0,-100.46936653482187,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.9175000000000018}",25,4,-104.77316918235468,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.9150000000000018}",20,0,-135.7785473530876,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.9125000000000019}",25,0,-61.656750616592745,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9100000000000019}",20,0,-85.49477027982266,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.907500000000002}",30,0,-143.61034012518735,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.905000000000002}",25,0,-114.98597659811698,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.9025000000000021}",25,0,-64.75062728855453,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.9000000000000021}",25,0,-21.562787549851034,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.8975000000000022}",25,12,-49.43313519782296,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
43,False,"{'a': 0.5, 'e': 0.8950000000000022}",20,0,-35.67180020945553,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.8925000000000023}",30,0,-175.7297682368439,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
45,False,"{'a': 0.5, 'e': 0.8900000000000023}",20,0,-66.60402340624634,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.8875000000000024}",20,0,-63.36445091491881,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.8850000000000025}",25,0,-82.14751135186245,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.8825000000000025}",20,6,-78.87547500563261,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
49,False,"{'a': 0.5, 'e': 0.8800000000000026}",25,16,-70.86018262160721,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.8775000000000026}",25,0,-111.84327528867897,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.8750000000000027}",25,6,-15.898891931063782,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.8725000000000027}",30,1,-65.6265456194734,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.8700000000000028}",25,0,-98.9535056102116,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.8675000000000028}",20,0,-189.55261042872417,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.8650000000000029}",25,0,-62.78892422480783,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.8625000000000029}",20,0,-18.836814468472152,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.860000000000003}",20,0,-38.85210195589465,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.857500000000003}",20,0,-115.11868697236508,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.8550000000000031}",20,0,-20.191463212587664,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.8525000000000031}",25,0,-52.21193545438636,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.8500000000000032}",20,0,-131.36859042023596,"{0: 7, 1: 6, 2: 5, 3: 1, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.8475000000000033}",25,0,-70.5711438958589,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.8450000000000033}",20,0,-70.28768579752244,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.8425000000000034}",20,0,-51.337735786939085,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.8400000000000034}",20,9,-1.77806474838592,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.8375000000000035}",20,0,-99.2359364862669,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.8350000000000035}",25,9,-14.186937397716395,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.8325000000000036}",20,0,-15.925746211366032,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.8300000000000036}",25,0,-115.49152582468875,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.8275000000000037}",25,10,-67.90194240414482,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.8250000000000037}",35,0,-98.41851277724196,"{0: 25, 1: 1, 2: 7, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.8225000000000038}",20,0,-99.76301210990302,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.8200000000000038}",20,0,6.788791826924755,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.8175000000000039}",25,0,-83.38610226295746,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.8150000000000039}",30,0,-173.25257643427472,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.812500000000004}",25,0,-68.48053828462072,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.810000000000004}",25,18,14.217470535620322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.8075000000000041}",20,0,-9.642695341678198,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.8050000000000042}",20,8,-11.575139016163938,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.8025000000000042}",20,14,-1.3403071305604468,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.8000000000000043}",20,0,-32.132335534694555,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.7975000000000043}",20,0,-52.00703916027708,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.7950000000000044}",25,4,-128.63685387509767,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 2}",1
84,False,"{'a': 0.5, 'e': 0.7925000000000044}",20,0,-164.79753374798312,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
85,False,"{'a': 0.5, 'e': 0.7900000000000045}",20,0,-1.0962906657345544,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.7875000000000045}",20,12,-8.650264142354587,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.7850000000000046}",25,0,-163.05663367130742,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.7825000000000046}",20,0,-146.82614516152273,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.7800000000000047}",35,19,-7.07785297155113,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.7775000000000047}",25,0,-54.095335607953416,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.7750000000000048}",20,1,-6.6460038280172045,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.7725000000000048}",20,10,-6.484955548623091,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.7700000000000049}",25,0,-77.5563099909442,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.767500000000005}",20,0,-141.21370596443887,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
95,False,"{'a': 0.5, 'e': 0.765000000000005}",20,0,-95.77005559900223,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.7625000000000051}",25,0,-130.0903942293794,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
97,False,"{'a': 0.5, 'e': 0.7600000000000051}",20,0,-37.88677272932247,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.7575000000000052}",20,0,-131.94285056376054,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.7550000000000052}",20,0,-166.81558504046265,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
100,False,"{'a': 0.5, 'e': 0.7525000000000053}",20,0,-11.785408864601521,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.7500000000000053}",20,0,6.970199033278488,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.7475000000000054}",35,0,-144.61149100754076,"{0: 23, 1: 4, 2: 4, 3: 2, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.7450000000000054}",20,0,-38.8471901629022,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.7425000000000055}",25,0,-85.08260218950142,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.7400000000000055}",20,9,2.646694885101377,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.7375000000000056}",30,20,-15.207061354931461,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.7350000000000056}",20,0,-41.8650429343077,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.7325000000000057}",20,0,-37.7612549759985,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.7300000000000058}",25,0,-147.12875739285272,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
110,False,"{'a': 0.5, 'e': 0.7275000000000058}",20,10,-4.126132810220489,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.7250000000000059}",35,0,-195.00961422853902,"{0: 24, 1: 1, 2: 6, 3: 0, 4: 4}",0
112,False,"{'a': 0.5, 'e': 0.7225000000000059}",25,0,-104.15292863277863,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.720000000000006}",35,0,-139.53755187094632,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.717500000000006}",35,0,-156.33330603701086,"{0: 24, 1: 3, 2: 5, 3: 0, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.7150000000000061}",20,0,-92.9104084426011,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.7125000000000061}",30,0,-156.34530102158914,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
117,False,"{'a': 0.5, 'e': 0.7100000000000062}",25,0,-106.06915959758757,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.7075000000000062}",25,0,-68.48588391357343,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.7050000000000063}",20,0,-80.02242988948917,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.7025000000000063}",25,2,-97.03307198131048,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 2}",1
121,False,"{'a': 0.5, 'e': 0.7000000000000064}",25,0,-47.28188571537643,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.6975000000000064}",25,0,-113.74373237905546,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.6950000000000065}",20,0,-58.33109090840849,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.6925000000000066}",30,14,4.852573893034959,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.6900000000000066}",25,0,-92.68896461334309,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.6875000000000067}",20,0,-88.09487393016077,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.6850000000000067}",20,8,-103.12317919467536,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 2}",1
128,False,"{'a': 0.5, 'e': 0.6825000000000068}",30,14,-67.59323585816132,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
129,False,"{'a': 0.5, 'e': 0.6800000000000068}",20,0,-89.12733944263326,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.6775000000000069}",30,11,-28.723281616240023,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.6750000000000069}",20,11,4.85421605058489,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.672500000000007}",20,0,-55.183057798945434,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.670000000000007}",35,0,-102.79326863090648,"{0: 27, 1: 2, 2: 3, 3: 1, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.6675000000000071}",30,0,-97.13900267796566,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.6650000000000071}",20,0,-163.21574103402537,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
136,False,"{'a': 0.5, 'e': 0.6625000000000072}",25,9,-88.29083219716055,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.6600000000000072}",35,0,-222.4627576611915,"{0: 21, 1: 5, 2: 4, 3: 1, 4: 4}",0
138,False,"{'a': 0.5, 'e': 0.6575000000000073}",30,4,-94.22969708003103,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 2}",1
139,False,"{'a': 0.5, 'e': 0.6550000000000074}",25,0,-69.78598960901434,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.6525000000000074}",25,0,-71.34289292131008,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.6500000000000075}",25,0,-83.25284360165816,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.6475000000000075}",25,0,-131.55650894905838,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
143,False,"{'a': 0.5, 'e': 0.6450000000000076}",25,6,-36.15887459409326,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.6425000000000076}",25,4,-54.21956732627582,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.6400000000000077}",35,3,-136.37666617812766,"{0: 20, 1: 1, 2: 8, 3: 2, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.6375000000000077}",25,4,-6.779957222209262,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.6350000000000078}",25,18,-3.706915207856658,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.6325000000000078}",20,8,-5.5055170226369015,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.6300000000000079}",25,0,-26.51331208996634,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.6275000000000079}",30,20,-28.014238614511186,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.625000000000008}",20,11,-41.967549081939396,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.622500000000008}",30,8,-198.57589341851497,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 4}",1
153,False,"{'a': 0.5, 'e': 0.6200000000000081}",25,0,-66.47553320588472,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.6175000000000082}",25,0,-108.64565539609569,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
155,False,"{'a': 0.5, 'e': 0.6150000000000082}",25,14,12.120183219140008,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.6125000000000083}",20,0,-52.442537705825345,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.6100000000000083}",20,0,-20.5753811850304,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.6075000000000084}",20,0,-10.357447945878288,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.6050000000000084}",25,10,-58.90016132124522,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.6025000000000085}",20,0,-19.195245242838496,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.6000000000000085}",25,0,-54.6950086975761,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.5975000000000086}",20,9,13.719508032305743,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.5950000000000086}",30,0,-159.15591509532385,"{0: 21, 1: 0, 2: 4, 3: 3, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.5925000000000087}",25,0,-86.80559894594856,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.5900000000000087}",20,0,-150.1160633729852,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
166,False,"{'a': 0.5, 'e': 0.5875000000000088}",20,0,-65.42438051642407,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.5850000000000088}",25,10,-77.3417962854467,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
168,False,"{'a': 0.5, 'e': 0.5825000000000089}",20,3,-14.12792510518528,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.580000000000009}",20,0,-106.3667148171039,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
170,False,"{'a': 0.5, 'e': 0.577500000000009}",25,0,-50.84361215775833,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.5750000000000091}",25,14,11.255152080094229,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.5725000000000091}",20,11,-5.419390989044956,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.5700000000000092}",20,16,8.752410211082857,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.5675000000000092}",20,2,-95.07628081964033,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
175,False,"{'a': 0.5, 'e': 0.5650000000000093}",20,10,-36.22230852165674,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.5625000000000093}",25,0,-55.24807086295566,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.5600000000000094}",20,16,7.9195850581330305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.5575000000000094}",25,4,-72.76413395585153,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.5550000000000095}",25,0,-60.45441767935043,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.5525000000000095}",30,16,-23.696546835793118,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.5500000000000096}",25,14,-28.662725092641846,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.5, 'e': 0.5475000000000096}",20,0,-77.3003176657462,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.5450000000000097}",25,12,-34.40001737681826,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.5425000000000098}",20,0,-6.689761535514514,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
